address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,polling_hours,photo_url,id
"FT COBB COMMUNITY CENTER","312 MAIN STREET","",,"FORT COBB",OK,73038,,7:00 AM - 7:00 PM,,8811269
"FIRST FREE WILL BAPTIST CHURCH","1505 W ELM ST","",,"EL RENO",OK,73036,,7:00 AM - 7:00 PM,,8811282
"COVENANT COMMUNITY CHURCH","2250 YUKON PARKWAY","",,"YUKON",OK,73099,,7:00 AM - 7:00 PM,,8811180
"LAKEHOMA CHURCH OF CHRIST","2124 W STATE HWY 152","",,"MUSTANG",OK,73064,,7:00 AM - 7:00 PM,,8813201
"SCOTT BAPTIST CHURCH","24550 STATE HIGHWAY 37","",,"HINTON",OK,73047,,7:00 AM - 7:00 PM,,8811414
"ARDMORE VILLAGE","2401 VILLAGE LANE","",,"ARDMORE",OK,73401,,7:00 AM - 7:00 PM,,8811428
"BOY SCOUTS OF AMERICA","529 W VETERANS BLVD","",,"ARDMORE",OK,73401,,7:00 AM - 7:00 PM,,8811431
"SPRINGER COMMUNITY CENTER","551 MAIN ST.","",,"SPRINGER",OK,73458,,7:00 AM - 7:00 PM,,8811436
"ST. JOSEPH'S CATHOLIC CHURCH","421 EAST ACRES","",,"NORMAN",OK,73071,,7:00 AM - 7:00 PM,,8811483
"MID-AMERICA CHRISTIAN UNIV.","3500 SW 119 ST","",,"OKLAHOMA CITY",OK,73170,,7:00 AM - 7:00 PM,,8811488
"ST. THOMAS MORE UNIV. PARISH","100 E STINSON STREET","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8811495
"FIRST BAPTIST CHURCH OF MOORE","301 NE 27","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811195
"NOBLE PUBLIC LIBRARY","204 N 5 ST","",,"NOBLE",OK,73068,,7:00 AM - 7:00 PM,,8811522
"FIRST BAPTIST CHURCH OF MOORE","301 NE 27","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811523
"GRACEWAY BAPTIST CHURCH","1100 SW 104TH ST","",,"OKLAHOMA CITY",OK,73139,,7:00 AM - 7:00 PM,,8811199
"PECAN VALLEY BAPTIST CHURCH","18901 PECAN VALLEY RD","",,"NEWALLA",OK,74857,,7:00 AM - 7:00 PM,,8811528
"PENN SOUTH CHURCH OF CHRIST","2444 SW 89","",,"OKLAHOMA CITY",OK,73189,,7:00 AM - 7:00 PM,,8811532
"FAITH POINTE CHURCH","3404 36TH AVE NW","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8811536
"THE CROSS CHURCH","3201 60TH AVE. NW","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8811537
"GREAT PLAINS COLISEUM ANNEX","920 SW SHERIDAN RD","",,"LAWTON",OK,73505,,7:00 AM - 7:00 PM,,8811569
"PATTERSON CENTER","#4 NE ARLINGTON","",,"LAWTON",OK,73507,,7:00 AM - 7:00 PM,,8811572
"SR CITIZENS ROOM","900 POST OAK PLAZA","",,"INDIAHOMA",OK,73552,,7:00 AM - 7:00 PM,,8811579
"FLOWER MOUND SCHOOL","2901 SE FLOWER MOUND RD","",,"LAWTON",OK,73501,,7:00 AM - 7:00 PM,,8811581
"HULEN METHODIST CHURCH","267122 HIGHWAY 65","",,"WALTERS",OK,73572,,7:00 AM - 7:00 PM,,8811299
"COTTON COUNTY COURTHOUSE","301 N. BROADWAY ST.","",,"WALTERS",OK,73572,,7:00 AM - 7:00 PM,,8811301
"UNION VALLEY BAPTIST CHURCH","189028 HIGHWAY 277","",,"RANDLETT",OK,73562,,7:00 AM - 7:00 PM,,8811304
"CRAIG COUNTY BAPTIST CHURCH","1517 E COUNTRY CLUB DR","",,"VINITA",OK,74301,,7:00 AM - 7:00 PM,,8811315
" FOUNDATION CHURCH","7785 S. HIGHWAY 97","",,"SAPULPA",OK,74066,,7:00 AM - 7:00 PM,,8810218
"MT. OLIVE BAPTIST CHURCH","130 N. GRAY","",,"SAPULPA",OK,74066,,7:00 AM - 7:00 PM,,8829101
"1ST UNITED METHODIST CHURCH","118 N. CHESTNUT, BRISTOW","",,"BRISTOW",OK,74010,,7:00 AM - 7:00 PM,,8811209
"ADVENT CHRISTIAN CHURCH","1700 S. CHESTNUT, BRISTOW","",,"BRISTOW",OK,74010,,7:00 AM - 7:00 PM,,8811213
"MOUNDS COMM. CENTER","15 WEST 14TH ST. MOUNDS","",,"MOUNDS",OK,74047,,7:00 AM - 7:00 PM,,8810685
"CANYON ROAD BAPTIST CHURCH","8550 S 49TH WEST AVE","",,"TULSA",OK,74131,,7:00 AM - 7:00 PM,,8811342
"ST. MARY'S CATHOLIC CHURCH ","1218 KNOX AVENUE","",,"CLINTON",OK,73601,,7:00 AM - 7:00 PM,,8811347
"BERNICE SENIOR CITIZENS BLDG","211 S BROADWAY","",,"BERNICE",OK,74331,,7:00 AM - 7:00 PM,,8811357
"MONKEY ISLAND FIRE DEPT","56298 E 295 RD","",,"MONKEY ISLAND",OK,74331,,7:00 AM - 7:00 PM,,8811358
"TALOGA SENIOR CITIZENS CENTER","111 S. BROADWAY","TALOGA, OK",,"TALOGA",OK,73667,,7:00 AM - 7:00 PM,,8811377
"FAY COMMUNITY ASSOCIATION ","--","",,"FAY",OK,73646,,7:00 AM - 7:00 PM,,8811385
"REDEEMER LUTHERAN CHURCH","215 S CLEVELAND","",,"ENID",OK,73703,,7:00 AM - 7:00 PM,,8811221
"FIRST ASSEMBLY OF GOD CHURCH","905 N OAKWOOD RD","",,"ENID",OK,73703,,7:00 AM - 7:00 PM,,8811400
"CHURCH OF THE COVENANT","1205 S. CLEVELAND","",,"ENID",OK,73703,,7:00 AM - 7:00 PM,,8811405
"BRADLEY COMMUNITY CENTER","220 S MCKEE","",,"BRADLEY",OK,73011,,7:00 AM - 7:00 PM,,8810233
"POND CREEK SUNSHINE COM CENTER","104 S. FIRST","",,"POND CREEK",OK,73766,,7:00 AM - 7:00 PM,,8810250
"CITY OFFICE COMMUNITY ROOM","615 N FRONT","",,"MEDFORD",OK,73759,,7:00 AM - 7:00 PM,,8836955
"GRACE CHRISTIAN FELLOWSHIP","128 N PENNSYLVANIA","",,"MANGUM",OK,73554,,7:00 AM - 7:00 PM,,8811233
"CATHOLIC CHURCH","524 E CHESTNUT","",,"HOLLIS",OK,73550,,7:00 AM - 7:00 PM,,8810182
"LAVERNE DELPHIAN LIBRARY","106 W JANE JAYROE BLVD","",,"LAVERNE",OK,73848,,7:00 AM - 7:00 PM,,8810274
"TAMAHA 1ST SOUTHERN BAPTIST ","201 NE HIGH ST","",,"STIGLER",OK,74462,,7:00 AM - 7:00 PM,,8830357
"OSU EXTENSION","105 SE 3RD ST. SUITE A","",,"STIGLER",OK,74462,,7:00 AM - 7:00 PM,,8810284
"WHITEFIELD COMMUNITY CENTER","207 N. MAIN","",,"WHITEFIELD",OK,74472,,7:00 AM - 7:00 PM,,8810285
"STIGLER PUBLIC LIBRARY","410 N.E. 6TH ST","",,"STIGLER",OK,74462,,7:00 AM - 7:00 PM,,8811234
"HOLDENVILLE SUPERINTENDENT OFF","210 GRIMES","",,"HOLDENVILLE",OK,74848,,7:00 AM - 7:00 PM,,8810290
"PENTECOSTAL HOLINESS CHURCH","310 N. ECHO","",,"HOLDENVILLE",OK,74848,,7:00 AM - 7:00 PM,,8811236
"YEAGER COMMUNITY BUILDING","2815 7TH ST","",,"HOLDENVILLE",OK,74848,,7:00 AM - 7:00 PM,,8810291
"LAMAR COMMUNITY CENTER","3238 WALNUT","",,"LAMAR",OK,74850,,7:00 AM - 7:00 PM,,8811237
"STUART CHURCH OF CHRIST","418 ROOSEVELT AVE","",,"STUART",OK,74570,,7:00 AM - 7:00 PM,,8810298
"MARGARET JOHNSON RESIDENCE","903 E. GILMORE ST.","",,"ALLEN",OK,74825,,7:00 AM - 7:00 PM,,8811238
"BROMIDE CITY HALL","103 N. MAIN STREET","",,"BROMIDE",OK,74530,,7:00 AM - 7:00 PM,,8810333
"PRESBYTERIAN CHURCH","14TH & GRAND AVE.","",,"PONCA CITY",OK,74604,,7:00 AM - 7:00 PM,,8810353
"CIMARRON ELECTRIC CO-OP","19306 HWY 81 NORTH","",,"KINGFISHER",OK,73750,,7:00 AM - 7:00 PM,,8810362
"WESTERN TECH-HOBART CAMPUS","1000 SOUTH BAILEY","",,"HOBART",OK,73651,,7:00 AM - 7:00 PM,,8810374
"LONE WOLF SENIOR CITIZEN BLDG","1101 MAIN STREET","",,"LONE WOLF",OK,73655,,7:00 AM - 7:00 PM,,8810375
"FIRST BAPTIST CHURCH","101 W BLAIR AVE","",,"WILBURTON",OK,74578,,7:00 AM - 7:00 PM,,8835436
"SENIOR CITIZENS CENTER","309 W ADA","",,"WILBURTON",OK,74578,,7:00 AM - 7:00 PM,,8810382
"SALONIA COMMUNITY CENTER","16439 SE 116 RD","",,"RED OAK",OK,74563,,7:00 AM - 7:00 PM,,8810391
"MUSE BAPTIST CHURCH","28128 STATE HIGHWAY 63","",,"MUSE",OK,74949,,7:00 AM - 7:00 PM,,8810415
"AGRA SENIOR CITIZENS CENTER","1 SOUTH MAIN","",,"AGRA",OK,74824,,7:00 AM - 7:00 PM,,8810564
"WELLSTON CITY HALL","211 CEDAR","",,"WELLSTON",OK,74881,,7:00 AM - 7:00 PM,,8810426
"PRAGUE HOUSING AUTHORITY BLDG","600 MITACEK AVE.","",,"PRAGUE",OK,74855,,7:00 AM - 7:00 PM,,8810568
"WATERLOO CHURCH OF NAZARENE","457 WEST WATERLOO ROAD","",,"EDMOND",OK,73025,,7:00 AM - 7:00 PM,,8810441
"GUTHRIE HOUSING AUTHORITY","1524 EAST PERKINS","",,"GUTHRIE",OK,73044,,7:00 AM - 7:00 PM,,8810443
"GENERATIONS CHURCH","2524 W NOBLE AVE","",,"GUTHRIE",OK,73044,,7:00 AM - 7:00 PM,,8836826
"WESLEY FOUNDATION AT LANGSTON","777 SAMMY DAVIS JR.","",,"LANGSTON",OK,73050,,7:00 AM - 7:00 PM,,8810455
"LOVE COUNTY FAIR BUILDING","500 NW 2 AVE.","",,"MARIETTA",OK,73448,,7:00 AM - 7:00 PM,,8810464
"DIBBLE FREEWILL BAPTIST CHURCH","22275 OLD TOWN 1ST ST","",,"DIBBLE",OK,73031,,7:00 AM - 7:00 PM,,8810475
"PURCELL EMMANUEL BAPTIST CH","2705 N 9TH AVE","",,"PURCELL",OK,73080,,7:00 AM - 7:00 PM,,8810483
"HAWORTH SENIOR CITIZENS","3 MAIN STREET","",,"HAWORTH",OK,74740,,7:00 AM - 7:00 PM,,8810491
"WATSON VOLUNTEER FIRE DEPT.","WATSON COMMUNITY","",,"WATSON",OK,74963,,7:00 AM - 7:00 PM,,8810498
"HOLLY CREEK NUTRITION CENTER","5539 OLD BROKEN BOW HWY","",,"BROKEN BOW",OK,74728,,7:00 AM - 7:00 PM,,8822826
"CLEO SPRINGS FIRE STATION","202 E SQUARE ST","E SIDE OF THE TOWN SQUARE",,"CLEO SPRINGS",OK,73729,,7:00 AM - 7:00 PM,,8810526
"AMES CITY HALL","106 E. CORP. DR.","",,"AMES",OK,73718,,7:00 AM - 7:00 PM,,8810698
"NUTRITION CENTER","408 W. OVERTON","BUILDING #2",,"MADILL",OK,73446,,7:00 AM - 7:00 PM,,8810710
"POWELL CHURCH OF CHRIST","18934 POWELL ROAD","",,"KINGSTON",OK,73439,,7:00 AM - 7:00 PM,,8810579
"ENOS VOLUNTEER FIRE DEPT.","12451 FIREHOUSE RD","",,"KINGSTON",OK,73439,,7:00 AM - 7:00 PM,,8810539
"PRYOR FAIRGROUNDS AG BUILDING","2200 NE 1ST","",,"PRYOR",OK,74361,,7:00 AM - 7:00 PM,,8810582
"ST MARK CATHOLIC CHURCH","1507 S VANN ST","",,"PRYOR",OK,74361,,7:00 AM - 7:00 PM,,8810554
"DAVIS SENIOR CITIZENS","103 S 4TH","",,"DAVIS",OK,73030,,7:00 AM - 7:00 PM,,8810004
"BOSTON AVE BAPTIST CHURCH","201 S 30TH ST","",,"MUSKOGEE",OK,74401,,7:00 AM - 7:00 PM,,8810018
"BOYNTON ALUMNI ASSOCIATION","200 W KENEFICK","",,"BOYNTON",OK,74422,,7:00 AM - 7:00 PM,,8810033
"WAINWRIGHT SCHOOL","100 WALNUT ST","",,"WAINWRIGHT",OK,74468,,7:00 AM - 7:00 PM,,8810585
"GREEN VALLEY BAPTIST CHURCH","19702 S ROSS ROAD","",,"WEBBERS FALLS",OK,74470,,7:00 AM - 7:00 PM,,8810038
"PERRY GOLF & COUNTRY CLUB","2001 N 9TH ST ","FROM FIR N ON 9 TO END OF ST",,"PERRY",OK,73077,,7:00 AM - 7:00 PM,,8810587
"PERRY MUNICIPAL AIRPORT ","15500 COUNTY RD 110","FROM FIR AVE N ON HWY 77",,"PERRY",OK,73077,,7:00 AM - 7:00 PM,,8810041
"BILLINGS COMMUNITY BLDG","200 W MAIN ","EAST SIDE OF BLDG",,"BILLINGS",OK,74630,,7:00 AM - 7:00 PM,,8810042
"BOLEY NEW AGE NUTRITION CENTER","13 NORTH PECAN STREET","",,"BOLEY",OK,74829,,7:00 AM - 7:00 PM,,8825497
"GRAHAM-DUSTIN SCHOOL","116118 HWY 84","",,"WELEETKA",OK,74880,,7:00 AM - 7:00 PM,,8810068
"CLARK MEMORIAL UMC","5808 NW 23RD ST.","",,"OKLAHOMA CITY",OK,73127,,7:00 AM - 7:00 PM,,8811811
"AMERICAN LEGION POST #12","6101 NW 50TH ST","",,"OKLAHOMA CITY",OK,73122,,7:00 AM - 7:00 PM,,8811641
"GRACE CHURCH","100 S. CHOCTAW RD.","",,"CHOCTAW",OK,73020,,7:00 AM - 7:00 PM,,8811849
"EASTWOOD BAPTIST CHURCH","12251 E RENO AVE","",,"MIDWEST CITY",OK,73130,,7:00 AM - 7:00 PM,,8811844
"CHOCTAW COMMUNITY CENTER","2500 N CHOCTAW ROAD","",,"CHOCTAW",OK,73020,,7:00 AM - 7:00 PM,,8811843
"DEL CITY FIRST CH OF NAZARENE","4701 SE 26TH","",,"DEL CITY",OK,73115,,7:00 AM - 7:00 PM,,8811650
"HOLY TRINITY LUTHERAN CHURCH","308 NW 164TH ST","",,"EDMOND",OK,73013,,7:00 AM - 7:00 PM,,8811860
"CALVARY TEMPLE","1801 S KELLY AVE","",,"EDMOND",OK,73034,,7:00 AM - 7:00 PM,,8811652
"REVIVE CHURCH ASSEMBLY OF GOD ","400 W DANFORTH","",,"EDMOND",OK,73003,,7:00 AM - 7:00 PM,,8811879
"EDMOND CHURCH OF GOD","1005 N BROADWAY","",,"EDMOND",OK,73034,,7:00 AM - 7:00 PM,,8811655
"THE CROSSING CLUBHOUSE","13801 CROSSING WAY EAST","",,"EDMOND",OK,73013,,7:00 AM - 7:00 PM,,8811861
"FIRST CHRISTIAN CHURCH","2ND AND BOULEVARD","",,"EDMOND",OK,73083,,7:00 AM - 7:00 PM,,8811658
"WATERLOO ROAD BAPTIST CHURCH","3100 E WATERLOO RD","",,"EDMOND",OK,73034,,7:00 AM - 7:00 PM,,8811906
"SPRING CREEK ASSEMBLY OF GOD","1600 SE 15TH ST","",,"EDMOND",OK,73013,,7:00 AM - 7:00 PM,,8811660
"FAITH BAPTIST CHURCH","142 N. DOBBS","",,"HARRAH",OK,73045,,7:00 AM - 7:00 PM,,8811847
"SPENCER CENTER","8306 NE 36TH ST","",,"SPENCER",OK,73084,,7:00 AM - 7:00 PM,,8811794
"SOONER BAPTIST CHURCH","5824 SE 15TH ST","",,"MIDWEST CITY",OK,73110,,7:00 AM - 7:00 PM,,8811788
"MIDWEST CITY ELEMENTARY SCHOOL","2211 S MIDWEST BLVD","",,"MIDWEST CITY",OK,73110,,7:00 AM - 7:00 PM,,8811668
"MONRONEY MIDDLE SCHOOL","7400 E RENO AVE","",,"MIDWEST CITY",OK,73110,,7:00 AM - 7:00 PM,,8811203
"MIDWEST BOULEVARD CHRISTIAN CH","320 MIDWEST BLVD","",,"MIDWEST CITY",OK,73110,,7:00 AM - 7:00 PM,,8811789
"CHRIST THE KING CHURCH ATRIUM","8005 DORSET DR","",,"OKLAHOMA CITY",OK,73120,,7:00 AM - 7:00 PM,,8811896
"LONE STAR BAPTIST CHURCH","1805 E HEFNER RD","",,"OKLAHOMA CITY",OK,73131,,7:00 AM - 7:00 PM,,8811782
"SANTA FE FAMILY LIFE CENTER","6300 N. SANTA FE AVE.","",,"OKLAHOMA CITY",OK,73118,,7:00 AM - 7:00 PM,,8811681
"LORD OF LIFE LUTHERAN CHURCH","15400 N WESTERN AVE","",,"EDMOND",OK,73013,,7:00 AM - 7:00 PM,,8811735
"EDMOND FREE METHODIST CHURCH","1500 NW 178TH ST","",,"EDMOND",OK,73003,,7:00 AM - 7:00 PM,,8811869
"STONEGATE CUMBERLAND CHURCH","17101 N. WESTERN","",,"EDMOND",OK,73012,,7:00 AM - 7:00 PM,,8811855
"FRANCIS TUTTLE TECHNOLOGY CTR","12777 N ROCKWELL AVE","",,"OKLAHOMA CITY",OK,73142,,7:00 AM - 7:00 PM,,8811917
"SPRING CREEK BAPTIST CHURCH","11701 N MACARTHUR BLVD","",,"OKLAHOMA CITY",OK,73162,,7:00 AM - 7:00 PM,,8811892
"WHEATLAND METHODIST CHURCH","6920 KLEINER ST","",,"WHEATLAND",OK,73097,,7:00 AM - 7:00 PM,,8811824
"TRINITY BAPTIST CHURCH","1329 NW 23RD ST","",,"OKLAHOMA CITY",OK,73106,,7:00 AM - 7:00 PM,,8811714
"ST LUKE'S METHODIST CHURCH","222 NW 15TH ST","",,"OKLAHOMA CITY",OK,73103,,7:00 AM - 7:00 PM,,8811778
"CROSS OF CAL INT'L AT AGNEW","2401 SW 32ND ST","",,"OKLAHOMA CITY",OK,73119,,7:00 AM - 7:00 PM,,8811828
"ASBURY UNITED METHODIST CHURCH","1320 SW 38TH ST","",,"OKLAHOMA CITY",OK,73119,,7:00 AM - 7:00 PM,,8811717
"LIBERTY WORSHIP CENTER","1200 SW 44TH ST","",,"OKLAHOMA CITY",OK,73109,,7:00 AM - 7:00 PM,,8811834
"FE AGRADA  A DIOS","5209 S. PENNSYLVANIA  AVE.","",,"OKLAHOMA CITY",OK,73119,,7:00 AM - 7:00 PM,,8811829
"MAYRIDGE BAPTIST CHURCH","4617 S. MAY","",,"OKLAHOMA CITY",OK,73119,,7:00 AM - 7:00 PM,,8811725
"SUNNYLANE FAMILY CHURCH","4221 SE 41ST ST.","",,"DEL CITY",OK,73115,,7:00 AM - 7:00 PM,,8811748
"BARNES ELEMENTARY SCHOOL","10551 SE 59TH ST","",,"MIDWEST CITY",OK,73110,,7:00 AM - 7:00 PM,,8811840
"CRESTVIEW BAPTIST CHURCH","7715 S HIWASSEE RD","",,"OKLAHOMA CITY",OK,73150,,7:00 AM - 7:00 PM,,8811751
"HENRYETTA CITY HALL","115 S 4TH STREET","",,"HENRYETTA",OK,74437,,7:00 AM - 7:00 PM,,8810122
"GRAYSON COMMUNITY CENTER","24160 MARTIN LUTHER KING","",,"HENRYETTA",OK,74437,,7:00 AM - 7:00 PM,,8810696
"WILSON SCHOOL","8867 CHESTNUT ROAD","",,"HENRYETTA",OK,74437,,7:00 AM - 7:00 PM,,8810596
"BOWRING SCHOOL","87 CR 3304 RD","",,"PAWHUSKA",OK,74056,,7:00 AM - 7:00 PM,,8810133
"SHIDLER COMMUNITY BUILDING","269 S COSDEN","",,"SHIDLER",OK,74652,,7:00 AM - 7:00 PM,,8810135
"PRESBYTERIAN CHURCH","101 E 12 ST PAWHUSKA","",,"PAWHUSKA",OK,74056,,7:00 AM - 7:00 PM,,8810138
"COUNTRY CORNER FIRE STATION","6983 W. 113 ST. N","",,"SPERRY",OK,74073,,7:00 AM - 7:00 PM,,8832611
"MIAMI FRIENDS CHURCH","209 I NE","",,"MIAMI",OK,74354,,7:00 AM - 7:00 PM,,8810852
"CUTTING EDGE MINISTRIES","342 GOODRICH BLVD","",,"MIAMI",OK,74354,,7:00 AM - 7:00 PM,,8810161
"OTTAWA TRIBAL BLDG.","11400 S 613 RD","",,"MIAMI",OK,74354,,7:00 AM - 7:00 PM,,8810168
"TOWN OF LONE CHIMNEY","52976 S 349 RD","",,"PAWNEE",OK,74058,,7:00 AM - 7:00 PM,,8810170
"SUNNYBROOK CHRISTIAN CHURCH","419 RICHMOND RD.","",,"STILLWATER",OK,74075,,7:00 AM - 7:00 PM,,8810183
"CUSHING CHAMBER OF COMMERCE","1301 E. MAIN ST.","",,"CUSHING",OK,74023,,7:00 AM - 7:00 PM,,8832430
"FORMAN HARLEY DAVIDSON","3512 S. BOOMER RD.","",,"STILLWATER",OK,74074,,7:00 AM - 7:00 PM,,8811766
"GRACE MISSIONARY CHURCH","5704 N. WASHINGTON","",,"STILLWATER",OK,74075,,7:00 AM - 7:00 PM,,8827680
"LIVING WORD CHURCH","103 W. TAYLOR AVE","",,"MC ALESTER",OK,74501,,7:00 AM - 7:00 PM,,8824442
"ALDERSON TOWN HALL","103 WASHINGTON","",,"ALDERSON",OK,74522,,7:00 AM - 7:00 PM,,8824803
"HAYWOOD SCHOOL","HAYWOOD SCHOOL","11461 W STATE HWY 31",,"MCALESTER",OK,74501,,7:00 AM - 7:00 PM,,8810748
"LATTA SCHOOL LIBRARY #58","13925 CR 1560","",,"ADA",OK,74820-0804,,7:00 AM - 7:00 PM,,8810769
"HAPPYLAND FW BAPTIST CHUR. #64","23453 HIGHWAY 1E","",,"ADA",OK,74820,,7:00 AM - 7:00 PM,,8810773
"UNION HILL BAPTIST CHURCH #66","10041 CR 3500 RD","",,"ADA",OK,74820,,7:00 AM - 7:00 PM,,8810615
"VANOSS SCHOOL, AG BLDG #67","4665 CR 1555","",,"ADA",OK,74820,,7:00 AM - 7:00 PM,,8810775
"ROCK CREEK BAPTIST CHURCH","44900 HARDESTY RD","",,"SHAWNEE",OK,74801,,7:00 AM - 7:00 PM,,8810101
"TEMPLE BAPTIST CHURCH  ","1244 E. ADA","",,"SHAWNEE",OK,74801,,7:00 AM - 7:00 PM,,8810782
"CHURCH OF CHRIST LAKEVIEW","15301 HWY 102","",,"SHAWNEE",OK,74801,,7:00 AM - 7:00 PM,,8810786
"EARLSBORO CITY HALL","110 LAMAR AVE","",,"EARLSBORO",OK,74840,,7:00 AM - 7:00 PM,,8810791
"TRIBBEY COMMUNITY CENTER","313 JACK ROBERTS LANE","",,"MACOMB",OK,74852,,7:00 AM - 7:00 PM,,8810792
"ST LOUIS CITY HALL","45111 HWY 59","",,"ST LOUIS",OK,,,7:00 AM - 7:00 PM,,8810793
"ASHER COMMUNITY CENTER","110 DIVISION ST.","",,"ASHER",OK,74826,,7:00 AM - 7:00 PM,,8810795
"COMMUNITY BUILDING","304 SW B","",,"ANTLERS",OK,74523,,7:00 AM - 7:00 PM,,8810797
"ANTLERS CITY LIBRARY","102 SE 2","",,"ANTLERS",OK,74523,,7:00 AM - 7:00 PM,,8810798
"MILLER COMMUNITY BUILDING","WAYLON MCMAHAN","HC 66 BOX 590",,"MOYERS",OK,74557,,7:00 AM - 7:00 PM,,8810800
"SNOW COMMUNITY BUILDING","0000","",,"SNOW",OK,74567,,7:00 AM - 7:00 PM,,8810804
"TUSKAHOMA SCHOOL HOUSE","0000			","",,"TUSKAHOMA",OK,74574,,7:00 AM - 7:00 PM,,8810809
"BERLIN COMMUNITY BLDG","RM EW108 & RM NS1882","",,"BERLIN",OK,73662,,7:00 AM - 7:00 PM,,8810812
"BLUE STARR CHURCH OF CHRIST","319 E BLUE STARR DR","",,"CLAREMORE",OK,74017,,7:00 AM - 7:00 PM,,8810820
"LIFECHANGER CHURCH","2221 CORNERSTONE AVE","",,"CLAREMORE",OK,74017,,7:00 AM - 7:00 PM,,8810827
"FOYIL BAPTIST CHURCH","12505 SOUTH HIGHWAY 66","EAST ENTRANCE FELLOWSHIP HALL",,"FOYIL",OK,74031,,7:00 AM - 7:00 PM,,8810622
"VERDIGRIS UNITED METHODIST  ","8936 E. 530 ROAD","",,"CLAREMORE",OK,74019,,7:00 AM - 7:00 PM,,8810830
"SEQUOYAH SCHOOL-SOUTH CAMPUS","16441 S 4180 RD","",,"CLAREMORE",OK,74017,,7:00 AM - 7:00 PM,,8810623
"INOLA FIRST BAPTIST CHURCH","500 E COMMERCIAL ST","",,"INOLA",OK,74036,,7:00 AM - 7:00 PM,,8810624
"INOLA UNITED METHODIST CHURCH","125 S. BROADWAY","",,"INOLA",OK,74036,,7:00 AM - 7:00 PM,,8810667
"ASSEMBLY OF GOD CHURCH","205 W 3","",,"KONAWA",OK,74849,,7:00 AM - 7:00 PM,,8810845
"LITTLE CHURCH OF CHRIST","1/4 S OF 99A & 99","",,"SEMINOLE",OK,74868,,7:00 AM - 7:00 PM,,8810847
"STROTHER SCHOOL","36085 EW 1140","",,"SEMINOLE",OK,74868,,7:00 AM - 7:00 PM,,8810716
"MULDROW CHEROKEE COMM. BLDG PP","603 N. MAIN","",,"MULDROW",OK,74948,,7:00 AM - 7:00 PM,,8810855
"RURAL WATER DEPARTMENT PP","2000 E. SHAWNTEL SMITH BLVD","",,"MULDROW",OK,74948,,7:00 AM - 7:00 PM,,8810856
"ROLAND NUTRITION CENTER PP","300 S. ROLAND RD.","",,"ROLAND",OK,74954,,7:00 AM - 7:00 PM,,8810859
"LANDMARK MISSIONARY CHURCH PP","1 MILE NO ON HWY 82  ON THE","WEST SIDE OF THE ROAD",,"VIAN",OK,74962,,7:00 AM - 7:00 PM,,8810861
"VIAN UNITED METHODIST CHURCH","CORNER OF LEE & BLKSTONE","",,"VIAN",OK,74962,,7:00 AM - 7:00 PM,,8810862
"MCKEY FIRE DEPARTMENT PP","107362 S. 4570 RD","",,"SALLISAW",OK,74955,,7:00 AM - 7:00 PM,,8810863
"GANS CITY HALL PP","102 S STACY","",,"GANS",OK,74936,,7:00 AM - 7:00 PM,,8810876
"THE CHRISTIAN CENTER","720 E PLATO RD","",,"DUNCAN",OK,73533,,7:00 AM - 7:00 PM,,8810878
"FIRST UNITED METHODIST CHURCH","2300 N COUNTRY CLUB RD","",,"DUNCAN",OK,73533,,7:00 AM - 7:00 PM,,8810879
"CAMERON UNIVERSITY-DUNCAN","3100 W BOIS D'ARC AVE","",,"DUNCAN",OK,73533,,7:00 AM - 7:00 PM,,8810883
"CENTRAL HIGH COMMUNITY CENTER","7TH & BRONCHO RD","",,"MARLOW",OK,73055,,7:00 AM - 7:00 PM,,8811927
"WEST SIDE CHRISTIAN CHURCH","1801 W BEECH AVE","",,"DUNCAN",OK,73533,,7:00 AM - 7:00 PM,,8811926
"CHURCH OF JESUS CHRIST OF LAT","5402 MEMORY LANE","ATTN: SPENCER LEITER",,"GUYMON",OK,73942,,7:00 AM - 7:00 PM,,8810900
"HARDESTY HIGH SCHOOL","5TH & CRAWFORD","",,"HARDESTY",OK,73944,,7:00 AM - 7:00 PM,,8810902
"1ST  BAPTIST CHURCH","2201 N LELIA ST","",,"GUYMON ",OK,73942,,7:00 AM - 7:00 PM,,8836316
"PTCI CONFERENCE ROOM-METAL BLD","607 S. MAIN ST.","",,"GUYMON",OK,73942,,7:00 AM - 7:00 PM,,8813891
"TESCA BAPTIST CHURCH","311 S. 22","P.O. BOX 459",,"FREDERICK",OK,73542,,7:00 AM - 7:00 PM,,8811919
"RUDISILL REGIONAL LIBRARY","1520 N HARTFORD AVE","",,"TULSA",OK,74106,,7:00 AM - 7:00 PM,,8825978
"JACKSON ELEMENTARY SCHOOL","2137 N PITTSBURG AVE","",,"TULSA",OK,74115,,7:00 AM - 7:00 PM,,8810927
"MAXWELL PARK LIBRARY","1313 N CANTON AVE","",,"TULSA",OK,74115,,7:00 AM - 7:00 PM,,8836486
