address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,polling_hours,photo_url,id
"CHURCH AT JENKS","2101 W 118 ST SOUTH","",,"JENKS",OK,74037,,7:00 AM - 7:00 PM,,8813963
"RIVER OAKS CHRISTIAN CHURCH","300 N ELM ST","",,"JENKS",OK,74037,,7:00 AM - 7:00 PM,,8810110
"OWASSO FIRST ASSEMBLY OF GOD","9341 N 129 E AVE","",,"OWASSO",OK,74055,,7:00 AM - 7:00 PM,,8811105
"ST. MATTHEW'S EPISCOPAL CHURCH","601 N. LAKE DR.","",,"SAND SPRINGS",OK,74063,,7:00 AM - 7:00 PM,,8836901
"ROLLING HILLS COMMUNITY CENTER","20 S 200 E AVE","",,"TULSA",OK,74108,,7:00 AM - 7:00 PM,,8810081
"FIRST ASSEMBLY OF GOD","1998 W HIGHWAY 51","",,"WAGONER",OK,74467,,7:00 AM - 7:00 PM,,8810094
"HERITAGE METHODIST CHURCH","5300 E KENOSHA","",,"BROKEN ARROW",OK,74014,,7:00 AM - 7:00 PM,,8810087
"COWETA ASSEMBLY OF GOD CHURCH","29707 E HIGHWAY 51","",,"COWETA",OK,74429,,7:00 AM - 7:00 PM,,8810098
"OAK PARK METHODIST CHURCH","601 NW BRENTWOOD RD","",,"BARTLESVILLE",OK,74003,,7:00 AM - 7:00 PM,,8811127
"FIRST CHURCH OF GOD","222 S OSAGE AVE, DEWEY","",,"DEWEY",OK,74029,,7:00 AM - 7:00 PM,,8811131
"RAMONA FIRST BAPTIST CHURCH","499 4TH STREET","",,"RAMONA",OK,74061,,7:00 AM - 7:00 PM,,8836822
"CITY CHURCH","4222 SE RICE CREEK RD","",,"BARTLESVILLE",OK,74006,,7:00 AM - 7:00 PM,,8826400
"SALEM BAPTIST CHURCH/ROCKY","213 E. 3RD","",,"ROCKY",OK,73661,,7:00 AM - 7:00 PM,,8811142
"FIRST BAPTIST CHURCH - B,F,","214 HWY 44","",,"BURNS FLAT",OK,73624,,7:00 AM - 7:00 PM,,8836360
"FAITH UNITED METHODIST CHURCH","1402 TEXAS AVENUE","",,"WOODWARD",OK,73801,,7:00 AM - 7:00 PM,,8810657
"WOODWARD SENIOR CENTER","1420 DOWNS AVENUE","",,"WOODWARD",OK,73801,,7:00 AM - 7:00 PM,,8811156
"FIRST UNITED METHODIST CHURCH","FIRST UNITED METHODIST CHURCH","CORNER OF TAFT AND NORTH S",,"WESTVILLE",OK,74965,,7:00 AM - 7:00 PM,,8811628
"GOLTRY COMMUNITY BUILDING","124 E. MAIN","",,"GOLTRY",OK,73739,,7:00 AM - 7:00 PM,,8824186
"MASONIC LODGE","1111 W 13 ST","",,"ATOKA",OK,74525,,7:00 AM - 7:00 PM,,8811590
"FARRIS COMMUNITY BUILDING","895 S. OLD FARRIS ROAD","",,"FARRIS",OK,74525,,7:00 AM - 7:00 PM,,8811163
"KNOWLES COMMUNITY CENTER","BROADWAY & MAIN ST. KNOWLES,OK","",,"KNOWLES",OK,73847,,7:00 AM - 7:00 PM,,8811599
"BEAVER FAIRGROUNDS","1107 DOUGLAS AVE - BEAVER, OK","",,"BEAVER",OK,73932,,7:00 AM - 7:00 PM,,8811600
"FIRST PRESBYTERIAN CHURCH","217 N WASHINGTON AVE","",,"ELK CITY",OK,73644,,7:00 AM - 7:00 PM,,8825905
"EASTSIDE BAPTIST CHURCH","HENRY FLETCHER BUILDING","422 N BOOTH",,"ELK CITY",OK,73644,,7:00 AM - 7:00 PM,,8811606
"SWEETWATER BAPTIST CHURCH","11014 N HIGHWAY 30","",,"SWEETWATER",OK,73666,,7:00 AM - 7:00 PM,,8811609
"FIRST CHURCH OF THE NAZARENE","1412 E RUSSWORM DRIVE","",,"WATONGA",OK,73772,,7:00 AM - 7:00 PM,,8811611
"ACHILLE CITY HALL","211 WEST MAIN","",,"ACHILLE",OK,74720,,7:00 AM - 7:00 PM,,8830754
"BOKCHITO FIRST BAPTIST CHURCH","202 NORTH EDENS STREET","",,"BOKCHITO",OK,74726,,7:00 AM - 7:00 PM,,8811248
"PHYSICIANS HOSP. CONFERENCE RM","1002 E. CENTRAL BLVD.","",,"ANADARKO",OK,73005,,7:00 AM - 7:00 PM,,8811265
"CARNEGIE MEMORIAL BLDG-COMM RM","CARNEGIE PUBLIC SCHOOLS","215 S CARNEGIE/MAIL 315 S. CA",,"CARNEGIE",OK,73015,,7:00 AM - 7:00 PM,,8811173
"GRACEMONT BAPTIST CHURCH","210 EAST ISOM STREET","",,"GRACEMONT",OK,73042,,7:00 AM - 7:00 PM,,8811271
"LOOKEBA CITY HALL","103 WICHITA","",,"LOOKEBA",OK,73053,,7:00 AM - 7:00 PM,,8810674
"YUKON FIRST CHURCH OF NAZARENE","525 E MAIN STREET IN YUKON","",,"YUKON",OK,73099,,7:00 AM - 7:00 PM,,8811178
"BETHEL COMMUNITY CHURCH","BRADFORD FAMILY LIFE CENTER","4901 N SARA ROAD",,"YUKON",OK,73099,,7:00 AM - 7:00 PM,,8811285
"YUKON FINE ARTS AUDITORIUM","850 YUKON AVE","",,"YUKON",OK,73099,,7:00 AM - 7:00 PM,,8810103
"CHURCH OF CHRIST","11700 NW 10TH STREET","",,"YUKON",OK,73099,,7:00 AM - 7:00 PM,,8810672
"DALE ROBERTSON CENTER","1200 LAKESHORE DRIVE","",,"YUKON",OK,73099,,7:00 AM - 7:00 PM,,8811289
"MUSTANG COMMUNITY CENTER","1201 N MUSTANG ROAD","",,"MUSTANG",OK,73064,,7:00 AM - 7:00 PM,,8811296
"MUSTANG HEIGHTS BAPTIST CHURCH","646 W HIGHWAY 152","",,"MUSTANG",OK,73064,,7:00 AM - 7:00 PM,,8811411
"SO TECH CENTER","2610 SAN NOBLE PKWY","",,"ARDMORE",OK,73401,,7:00 AM - 7:00 PM,,8811427
"ASBURY METHODIST CHURCH","516 MAXWELL","",,"ARDMORE",OK,73401,,7:00 AM - 7:00 PM,,8811430
"GA COMMUNITY CENTER","136 TUMBLEWEED ROAD","",,"GENE AUTRY",OK,73436,,7:00 AM - 7:00 PM,,8829215
"HEALDTON 1ST BAPTIST CHURCH","107 S 4TH","",,"HEALDTON",OK,73438,,7:00 AM - 7:00 PM,,8811439
"MARANATHA CHURCH","1906 MYALL ROAD","",,"ARDMORE",OK,73401,,7:00 AM - 7:00 PM,,8811441
"GO YE VILLAGE GREAT HALL","1201 W. 4 ST","",,"TAHLEQUAH",OK,74464,,7:00 AM - 7:00 PM,,8811446
"RIVER VALLEY CHURCH","8229 HIGHWAY 10","",,"TAHLEQUAH",OK,74464,,7:00 AM - 7:00 PM,,8811458
"TENKILLER SCHOOL","25106 E 863 RD","",,"WELLING",OK,74471,,7:00 AM - 7:00 PM,,8811461
"GOODLAND ACADEMY-BACON HALL","1216 B2 N 4200 RD BACON HALL"," (HWY 271) 2090 W TO 4200 S",,"HUGO",OK,74743,,7:00 AM - 7:00 PM,,8811190
"EASTERN STAR BAPTIST CHURCH","1479 N 4355 RD.","",,"FORT TOWSON",OK,74735,,7:00 AM - 7:00 PM,,8811468
"MESSER COMMUNITY CENTER","2710 E. 2020 RD.","EAST NEXT DOOR TO FIRE DEPT",,"HUGO",OK,74743,,7:00 AM - 7:00 PM,,8811472
"COMMUNITY CHURCH OF NAZARENE","1801 N PORTER","",,"NORMAN",OK,73071,,7:00 AM - 7:00 PM,,8811484
"WILDWOOD COMMUNITY CHURCH","1501 24TH AVE NE","",,"NORMAN",OK,73071,,7:00 AM - 7:00 PM,,8811493
"FRESH START COMMUNITY CHURCH","309 N EASTERN","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811501
"SOUTHMOORE BAPTIST CHURCH","3801 S BROADWAY","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8821875
"FIRST BAPTIST CHURCH","900 E. BROADWAY","",,"LEXINGTON",OK,73051,,7:00 AM - 7:00 PM,,8811506
"LITTLE AXE AMERICAN LEGION","2020 156 AVE. NE","",,"NORMAN",OK,73026,,7:00 AM - 7:00 PM,,8811517
"SOUTHMOORE BAPTIST CHURCH","3801 S BROADWAY","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811502
"SOONER MALL","3301 W. MAIN ST","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8811534
"NORTH HAVEN CHURCH","4600 36TH AVE NW","",,"NORMAN",OK,73072,,7:00 AM - 7:00 PM,,8811538
"NEW LIFE UNITED METHODIST CHUR","1105 NW 27","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8824534
"SOUTHPARK BAPTIST CHURCH","2900 SW 119TH ST","",,"OKLAHOMA CITY",OK,73170,,7:00 AM - 7:00 PM,,8811545
"LIFE.CHURCH","2916 S. TELEPHONE RD","",,"MOORE",OK,73160,,7:00 AM - 7:00 PM,,8811546
"COMMUNITY CHURCH","4415 NW CACHE RD STE B","",,"LAWTON",OK,73505,,7:00 AM - 7:00 PM,,8836443
"ALMOR WEST ELEMENTARY SCHOOL","6902 SW DELTA AVE","",,"LAWTON",OK,73505,,7:00 AM - 7:00 PM,,8811201
"OWENS MULTI-PURPOSE CENTER","1405 SW 11 ST","",,"LAWTON",OK,73505,,7:00 AM - 7:00 PM,,8811567
"CELEBRATION CHURCH","3802 SE FORD RD","",,"LAWTON",OK,73501,,7:00 AM - 7:00 PM,,8811573
"LADY'S TOWN & COUNTRY","220 W MAIN STREET","",,"STERLING",OK,73567,,7:00 AM - 7:00 PM,,8811206
"TEMPLE CITY HALL","201 S. COMMERCIAL AVE.","",,"TEMPLE",OK,73568,,7:00 AM - 7:00 PM,,8811303
"WELCH CIVIC CENTER","610 S CURTIS","",,"WELCH",OK,74369,,7:00 AM - 7:00 PM,,8811308
"BLUEJACKET COMMUNITY CENTER","137 E MAIN ST","",,"BLUEJACKET",OK,74333,,7:00 AM - 7:00 PM,,8811309
"THE WAY CHURCH","811 W. TAFT","",,"SAPULPA",OK,74066,,7:00 AM - 7:00 PM,,8811323
"CENTRAL VO TECH","1720 S MAIN","",,"SAPULPA",OK,74066,,7:00 AM - 7:00 PM,,8811324
"TRINITY BAPTIST CHURCH","4TH AND ROLAND","",,"BRISTOW",OK,74010,,7:00 AM - 7:00 PM,,8811326
"BRISTOW HOUSING AUTHORITY BLDG","1110 S. CHESTNUT","",,"BRISTOW",OK,74010,,7:00 AM - 7:00 PM,,8811327
"MT. OLIVE BAPTIST CHURCH","130 N. GRAY","",,"SAPULPA",OK,74066,,7:00 AM - 7:00 PM,,8829103
"MANNFORD TOWN HALL","300 COONROD","",,"MANNFORD",OK,74044,,7:00 AM - 7:00 PM,,8811332
"LEXINGTON RD. FAMILY CHURCH","811 LEXINGTON RD","",,"SAPULPA",OK,74066,,7:00 AM - 7:00 PM,,8811214
"ST. EUGENE'S CATHOLIC CHURCH","704 NORTH BRYAN","",,"WEATHERFORD",OK,73096,,7:00 AM - 7:00 PM,,8811351
"CROSSPOINTE CHURCH","701 NORTH DANIEL ST","",,"WEATHERFORD",OK,73096,,7:00 AM - 7:00 PM,,8813141
"BUTLER CITIZENS CENTER","CORNER HIGHWAYS 33 & 44","",,"BUTLER",OK,73625,,7:00 AM - 7:00 PM,,8811355
"BIBLE BAPTIST CHURCH","28050 S 630 RD","",,"GROVE",OK,74344,,7:00 AM - 7:00 PM,,8811365
"UNITED METHODIST CHURCH","700 S. OLIVE STREET","",,"SHATTUCK",OK,73858,,7:00 AM - 7:00 PM,,8811387
"ZOE BIBLE CHURCH OF ENID","729 E MAINE AVE","",,"ENID",OK,73701,,7:00 AM - 7:00 PM,,8821390
"COVINGTON MUNICIPAL BUILDING","224 W MAIN","",,"COVINGTON",OK,73730,,7:00 AM - 7:00 PM,,8811394
"BETHLEHEM BAPTIST CHURCH","6617 E LONGHORN TRAIL","",,"FAIRMONT",OK,73736,,7:00 AM - 7:00 PM,,8834931
"WOODRING AIRPORT TERMINAL","EAST OF ENID","",,"ENID",OK,73701,,7:00 AM - 7:00 PM,,8811395
"ZION LUTHERAN CHURCH","507 FAIRMONT RD","",,"FAIRMONT",OK,73736,,7:00 AM - 7:00 PM,,8811396
"ENID HEALTH CENTER","915 E GARRIOTT RD","",,"ENID",OK,73701,,7:00 AM - 7:00 PM,,8811397
"WALKER VOLUNTEER FIRE DEPT","18059 N CR 3330","",,"STRATFORD",OK,74872,,7:00 AM - 7:00 PM,,8810226
"AGGREKO I.C.T.","1335 HWY 62","",,"CHICKASHA",OK,73018,,7:00 AM - 7:00 PM,,8810686
"VIMY RIDGE BAPTIST CHURCH","4179 CS 2875","",,"RUSH SPRINGS",OK,73082,,7:00 AM - 7:00 PM,,8810236
"RIDGECREST BAPTIST CHURCH","1118 CS 2970","",,"BLANCHARD",OK,73010,,7:00 AM - 7:00 PM,,8811230
"FIRST NATIONAL BANK & TRUST CO","5311 E HWY 37","",,"TUTTLE",OK,73089,,7:00 AM - 7:00 PM,,8810246
"SOUTH FIRE STATION","1015 S. COUNTY LINE ROAD","",,"LAVERNE",OK,73848,,7:00 AM - 7:00 PM,,8813905
"KINTA FIRST BAPTIST CHURCH","500 N. MAIN STREET","",,"KINTA",OK,74552,,7:00 AM - 7:00 PM,,8835106
"WETUMKA CITY HALL","202 N MAIN","",,"WETUMKA",OK,74883,,7:00 AM - 7:00 PM,,8810293
"NAZARENE CHURCH","323 S OAK","",,"HOLDENVILLE",OK,74848,,7:00 AM - 7:00 PM,,8810300
"MASONIC LODGE","1120 N. HUDSON","",,"ALTUS",OK,73521,,7:00 AM - 7:00 PM,,8811239
"WARREN CHURCH OF CHRIST","15399 S CR 211","",,"BLAIR",OK,73526,,7:00 AM - 7:00 PM,,8811240
"TOWN OF HEADRICK","P.O. BOX 153","",,"HEADRICK",OK,73549,,7:00 AM - 7:00 PM,,8810314
"TERRAL COMMUNITY CENTER","405 APACHE STREET","",,"TERRAL",OK,73569,,7:00 AM - 7:00 PM,,8810322
"GRADY COMMUNITY CENTER","27034 STATE HWY 32","",,"GRADY",OK,73569,,7:00 AM - 7:00 PM,,8810325
"UNITED METHODIST CHURCH","202 N. NESHOBA STREET","",,"TISHOMINGO",OK,73460,,7:00 AM - 7:00 PM,,8810328
"KILDARE SCHOOL","1265 CHURCH STREET","",,"KILDARE",OK,74604,,7:00 AM - 7:00 PM,,8810351
"MT. VIEW SENIOR CITIZEN BLDG","106 N 4TH ST","",,"MT. VIEW",OK,73062,,7:00 AM - 7:00 PM,,8810376
"SPIRO TOWN HALL","510 S. MAIN ST","",,"SPIRO",OK,74959,,7:00 AM - 7:00 PM,,8810393
"SPIRO CIVIC CENTER","WEST BROADWAY","",,"SPIRO",OK,74959,,7:00 AM - 7:00 PM,,8810394
"FIRST BAPTIST CHURCH","300 N. WITTE-POTEAU","",,"POTEAU",OK,74953,,7:00 AM - 7:00 PM,,8810408
"SUGARLOAF CHRISTIAN FELLOWSHIP","35204 MIDWAY RD","",,"POTEAU",OK,74953,,7:00 AM - 7:00 PM,,8810409
"NORTHWEST VOLUNTEER FIRE DEPT ","3 3/4 MI. WEST OF 105/177","332292 E. HIGHWAY 105",,"PERKINS",OK,74059,,7:00 AM - 7:00 PM,,8824689
"HILLSIDE BAPTIST CHURCH","3 1/2 MI W OF JACKTOWN ON 62","333892 E. HWY. 62",,"MCLOUD",OK,74851,,7:00 AM - 7:00 PM,,8810431
"METHODIST CHURCH","1/2 MILE E. OF MEEKER","ON HWY 62",,"MEEKER",OK,74855,,7:00 AM - 7:00 PM,,8810434
"SEWARD ROAD BAPTIST CHURCH","4801 WEST SEWARD ROAD","",,"GUTHRIE",OK,73044,,7:00 AM - 7:00 PM,,8810439
"COYLE CHRISTIAN CHURCH","200 W MAIN STREET","",,"COYLE",OK,73027,,7:00 AM - 7:00 PM,,8810714
"NOBLE AVENUE BAPTIST CHURCH","1219 WEST NOBLE","",,"GUTHRIE",OK,73044,,7:00 AM - 7:00 PM,,8810452
"SHADYDALE BAPTIST CHURCH","SHADYDALE ROAD","",,"MARIETTA",OK,73448,,7:00 AM - 7:00 PM,,8810457
"THACKERVILLE FIRST BAPTIST CHU","HWY 77","",,"THACKERVILLE",OK,73459,,7:00 AM - 7:00 PM,,8810458
"COURTNEY FIRE DEPT","COURTNEY CIR & HIGHWAY 32","",,"RINGLING",OK,73456,,7:00 AM - 7:00 PM,,8810462
"BLANCHARD PUBLIC LIBRARY","205 NE 10TH ST","",,"BLANCHARD",OK,73010,,7:00 AM - 7:00 PM,,8836271
"GOLDSBY COMMUNITY CENTER","164 E. CENTER RD","",,"GOLDSBY",OK,73093-9112,,7:00 AM - 7:00 PM,,8810692
"FREE WILL BAPTIST CHURCH","5 NW 7TH","",,"IDABEL",OK,74745,,7:00 AM - 7:00 PM,,8810485
"IDABEL PUBLIC LIBRARY","103 E. MAIN","",,"IDABEL",OK,74745,,7:00 AM - 7:00 PM,,8810486
"REDLAND COMMUNITY BUILDING","8 MI E & 1 MI N OF IDABEL","",,"HAWORTH",OK,74740,,7:00 AM - 7:00 PM,,8811644
"FIRST UNITED METHODIST CHURCH","MEMORIAL DRIVE","",,"BROKEN BOW",OK,74728,,7:00 AM - 7:00 PM,,8810493
"UNITED PENTECOSTAL LIFE CENTER","101 N. MCCLURE ST","",,"BROKEN BOW",OK,74728,,7:00 AM - 7:00 PM,,8836676
"EAGLETOWN SCHOOL BUILDING","EAGLETOWN COMMUNITY","",,"EAGLETOWN",OK,74734,,7:00 AM - 7:00 PM,,8810495
"FIRST BAPTIST CHURCH","101 E. WILSON","",,"VALLIANT",OK,74764,,7:00 AM - 7:00 PM,,8810504
"HITCHITA FIRE DEPARTMENT","MAIN STREET, HITCHITA","",,"HITCHITA",OK,74438,,7:00 AM - 7:00 PM,,8810522
"ELM GROVE BAPTIST CHURCH","RT 1 BOX 1870","",,"COUNCIL HILL",OK,74428,,7:00 AM - 7:00 PM,,8810523
"AMES CITY HALL","106 E. CORP. DR.","",,"AMES",OK,73718,,7:00 AM - 7:00 PM,,8811921
"LITTLE CITY BAPTIST CHURCH","4636 HWY 199","",,"MADILL",OK,73446,,7:00 AM - 7:00 PM,,8810537
"LANGLEY CITY HALL","324 W OSAGE AVE","",,"LANGLEY",OK,74350,,7:00 AM - 7:00 PM,,8810583
"SPAVINAW CITY HALL","119 S. MAIN","",,"SPAVINAW",OK,74366,,7:00 AM - 7:00 PM,,8829792
"CUMBERLAND PRESBYTERIAN CHURCH","203 HARRIETT AVE","",,"LOCUST GROVE",OK,74352,,7:00 AM - 7:00 PM,,8835359
"OAK GROVE COMMUNITY BLDG","RT. 2, BOX 271","",,"SULPHUR",OK,73086,,7:00 AM - 7:00 PM,,8810005
"CROSSWAY BAPTIST CHURCH","2108 WEST BROADWAY","",,"SULPHUR",OK,73086,,7:00 AM - 7:00 PM,,8810011
"FT GIBSON CHURCH OF CHRIST","806 S LEE ST","",,"FORT GIBSON",OK,74434,,7:00 AM - 7:00 PM,,8810026
"SUMNER BAPTIST CHURCH","20325 CR 200","",,"PERRY",OK,73077,,7:00 AM - 7:00 PM,,8810848
"NOWATA GARDENS","931 NOWATA GARDENS","",,"NOWATA",OK,74048,,7:00 AM - 7:00 PM,,8810050
"JACK MORRIS RESIDENCE","3 M NORTHEAST OF CHILDERS","STORE ON RD 422",,"DELAWARE",OK,74027,,7:00 AM - 7:00 PM,,8810591
"LAST CHANCE BAPTIST CHURCH","383094 E 1020 RD","",,"OKEMAH",OK,74859,,7:00 AM - 7:00 PM,,8810063
"CENTRAL 7TH DAY ADVENTIST CH","4747 NW 63RD ST","",,"OKLAHOMA CITY",OK,73132,,7:00 AM - 7:00 PM,,8811815
"EASTERN OK CO TECHNOLOGY CTR","4601 N CHOCTAW RD","",,"CHOCTAW",OK,73020,,7:00 AM - 7:00 PM,,8811845
"FIRST BAPTIST CHURCH OF NCP","1931 NICHOLS DR","",,"NICOMA PARK",OK,73066,,7:00 AM - 7:00 PM,,8811842
"DEL CITY COMMUNITY CENTER","4505 SE 15TH ST","",,"DEL CITY",OK,73155,,7:00 AM - 7:00 PM,,8811915
"SUNNYLANE SOUTHERN BAPTIST CH","4500 SE 31ST ST.","",,"DEL CITY",OK,73115,,7:00 AM - 7:00 PM,,8811786
"ST MARK LUTHERAN CHURCH","1501 N BRYANT AVE","",,"EDMOND",OK,73034,,7:00 AM - 7:00 PM,,8811880
"BRADFORD VILLAGE","300 ENZ DR","",,"EDMOND",OK,73034,,7:00 AM - 7:00 PM,,8811851
"FIRST BAPTIST CH OF NEWALLA","20800 SE 59TH ST","",,"NEWALLA",OK,74857,,7:00 AM - 7:00 PM,,8811662
"HARRAH CHURCH","101 S DOBBS RD","",,"HARRAH",OK,73045,,7:00 AM - 7:00 PM,,8811663
"ST. ROBERT BELLARMINE","121 N. FIRST ST.","",,"JONES",OK,73049,,7:00 AM - 7:00 PM,,8811797
"NEW CHANCE MISSIONARY BAPTIST","7908 SPENCER JONES RD","",,"SPENCER",OK,73084,,7:00 AM - 7:00 PM,,8810259
"SPENCER UNITED METHODIST CHURC","5201 N. PALMER AVE","",,"SPENCER",OK,73084,,7:00 AM - 7:00 PM,,8811667
"ST CHRISTOPHER'S EPISCOPAL CH","800 S MIDWEST BLVD","",,"MIDWEST CITY",OK,73140,,7:00 AM - 7:00 PM,,8811791
"ALL SOULS FAMILY LIFE CENTER","6404 N PENNSYLVANIA AVE","",,"OKLAHOMA CITY",OK,73116,,7:00 AM - 7:00 PM,,8811676
"BRITTON ROAD CHURCH OF CHRIST","2520 W BRITTON RD","",,"OKLAHOMA CITY",OK,73120,,7:00 AM - 7:00 PM,,8811916
"OAKDALE BAPTIST CHURCH","10920 N SOONER RD","",,"OKLAHOMA CITY",OK,73013,,7:00 AM - 7:00 PM,,8811799
"METRO TECHNOLOGY CENTERS","1700 SPRINGLAKE DR","",,"OKLAHOMA CITY",OK,73111,,7:00 AM - 7:00 PM,,8811783
"EMMANUEL TABERNACLE CHURCH","9700 N WESTERN AVENUE","",,"OKLAHOMA CITY",OK,73114,,7:00 AM - 7:00 PM,,8811688
"RAINDANCE APARTMENTS","2201 NW 122ND ST","",,"OKLAHOMA CITY",OK,73120,,7:00 AM - 7:00 PM,,8811690
"EPWORTH VILLA","14901 N PENNSYLVANIA AVE","",,"OKLAHOMA CITY",OK,73134,,7:00 AM - 7:00 PM,,8811692
"NORTHWEST CHRISTIAN CENTER","8601 N COUNCIL RD","",,"OKLAHOMA CITY",OK,73132,,7:00 AM - 7:00 PM,,8811867
"GETHSEMANE LUTHERAN CH OF OKC","8811 W. WILSHIRE BLVD","",,"OKLAHOMA CITY",OK,73132,,7:00 AM - 7:00 PM,,8811802
"FAITH TABERNACLE ASSEM OF GOD","800 S PORTLAND AVE","",,"OKLAHOMA CITY",OK,73108,,7:00 AM - 7:00 PM,,8811909
"TRINITY BAPTIST CHURCH","1329 NW 23RD ST","",,"OKLAHOMA CITY",OK,73106,,7:00 AM - 7:00 PM,,8811713
"ASBURY UNITED METHODIST CHURCH","1320 SW 38TH ST","",,"OKLAHOMA CITY",OK,73119,,7:00 AM - 7:00 PM,,8811827
"AMERICAN LEGION POST 13","239 SE 57TH ST","",,"OKLAHOMA CITY",OK,73129,,7:00 AM - 7:00 PM,,8811741
"OK SCH OF SCIENCE & MATH LIB","331 NE 10TH ST","",,"OKLAHOMA CITY",OK,73104,,7:00 AM - 7:00 PM,,8811798
"EPISCOPAL CH OF THE REDEEMER","2100 N MARTIN LUTHER KING AVE","",,"OKLAHOMA CITY",OK,73111,,7:00 AM - 7:00 PM,,8811747
"HENRYETTA HOUSING AUTHORITY","1708 W RAGAN ST","",,"HENRYETTA",OK,74437,,7:00 AM - 7:00 PM,,8810123
"BEGGS CITY HALL","108 N BROADWAY ST","",,"BEGGS",OK,74421,,7:00 AM - 7:00 PM,,8810126
"SONRISE COMMUNITY CHURCH","2980 N 205 ROAD","",,"BEGGS",OK,74421,,7:00 AM - 7:00 PM,,8810594
"STRIKEAXE NON-PROFIT WATER","811 CR2425","",,"BARTLESVILLE",OK,74003,,7:00 AM - 7:00 PM,,8810134
"PUBLIC SERVICE BUILDING","409 W MAIN BARNSDALL","",,"BARNSDALL",OK,74002,,7:00 AM - 7:00 PM,,8810140
"FIRST BAPTIST CHURCH","825 W. ROGERS BLVD.","",,"SKIATOOK",OK,74070,,7:00 AM - 7:00 PM,,8822788
"FIRST ASSEMBLY OF GOD","313 SOUTH SHE SHE","",,"HOMINY",OK,74035,,7:00 AM - 7:00 PM,,8810149
"FIRST CHRISTIAN CHURCH","2424 N MAIN","",,"MIAMI",OK,74354,,7:00 AM - 7:00 PM,,8810154
"FIRST PRESBYTERIAN CHURCH","524 S. DUNCAN","",,"STILLWATER",OK,74074,,7:00 AM - 7:00 PM,,8810184
"CAREERTECH","1500 W. 7TH AVE","",,"STILLWATER",OK,74074,,7:00 AM - 7:00 PM,,8810185
"CUSHING CHRISTIAN CHURCH","302 S. LINWOOD","",,"CUSHING",OK,74023,,7:00 AM - 7:00 PM,,8811764
"YALE CHURCH OF CHRIST","826 E. DETROIT AVE.","",,"YALE",OK,74085,,7:00 AM - 7:00 PM,,8810606
"CHURCH OF CHRIST","1700 S. MAIN","",,"MCALESTER",OK,74501,,7:00 AM - 7:00 PM,,8820533
"ASSEMBLY OF GOD CHURCH EAST","1800 HARDY SPRINGS RD","",,"MC ALESTER",OK,74501,,7:00 AM - 7:00 PM,,8810729
"ARROWHEAD ESTATES OFFICE","815 ARROWHEAD DR","",,"CANADIAN",OK,74425,,7:00 AM - 7:00 PM,,8810743
"TI VALLEY BAPTIST CHURCH","JACK FORK","",,"JACK FORK",OK,74528,,7:00 AM - 7:00 PM,,8810750
"FITZHUGH METHODIST CHURCH #55","21965 CR 3499 RD","",,"FITZHUGH",OK,74843,,7:00 AM - 7:00 PM,,8810768
"ABUNDANT LIFE TABERNACLE #60","1501 S. MAIN","",,"ADA",OK,74820,,7:00 AM - 7:00 PM,,8832290
"ROFF TOWN HALL #63","110 W MAIN ST.","",,"ROFF",OK,74865,,7:00 AM - 7:00 PM,,8810614
"UNIVERSITY BAPTIST CHURCH","2500 N KICKAPOO","",,"SHAWNEE",OK,74804,,7:00 AM - 7:00 PM,,8810779
"NORTH ROCK CREEK SCHOOL","42400 GARRETT'S LAKE ROAD","",,"SHAWNEE",OK,74804,,7:00 AM - 7:00 PM,,8810785
"MAUD COMMUNITY CENTER","310 W MAIN","",,"MAUD",OK,74854,,7:00 AM - 7:00 PM,,8810794
"CLOUDY COMMUNITY CENTER","3/4 MI NE CLOUDY STORE","",,"CLOUDY",OK,74562,,7:00 AM - 7:00 PM,,8810808
"CLAYTON CITY HALL","0000","",,"CLAYTON",OK,74536,,7:00 AM - 7:00 PM,,8810618
"REYDON SENIOR CITIZENS","116 W 2ND AVENUE","",,"REYDON",OK,73660,,7:00 AM - 7:00 PM,,8825929
"RURAL WATER DISTRICT 8","22094 S 4160 RD","",,"CLAREMORE",OK,74019,,7:00 AM - 7:00 PM,,8813245
"CATOOSA COMMUNITY CENTER","105 EAST OAK","",,"CATOOSA",OK,74015,,7:00 AM - 7:00 PM,,8810833
"COMMUNITY OF CHRIST","9717 N. 154TH E. AVE.","",,"OWASSO",OK,74055,,7:00 AM - 7:00 PM,,8813247
"MISSION HOME BAPTIST CHURCH","36702 EW 1250 RD","",,"WEWOKA",OK,74884,,7:00 AM - 7:00 PM,,8810853
"WEWOKA SENIOR CITIZENS CENTER","214 S BROWN","",,"WEWOKA",OK,74884,,7:00 AM - 7:00 PM,,8810593
"WEWOKA SENIOR CITIZEN CENTER","214 S BROWN","",,"WEWOKA",OK,74884,,7:00 AM - 7:00 PM,,8810854
"WEST TENKILLER FIRE DEPT. PP","446027 E LAKE VIEW DR","",,"GORE",OK,74435,,7:00 AM - 7:00 PM,,8810869
